EXERCICI_COMPTAB,AREA,SERVEI,PROGRAMA,CAPITOL,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15099   160,QUOTES SOCIALS ADMINISTRACIÓ U,57180,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15105   120,ANTIG. I SOU FUNCIONARIS GESTI,80907,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15105   121,RETRIB. COMPLEMENT. FUNCIONARI,112768,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15105   130,RETRIB. PERSONAL LABORAL FIXE ,48496,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15105   150,COMPLEMENT PRODUCTIVITAT GESTI,29033,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15105   160,QUOTES SOCIALS GESTIÓ DEL SOL,56233,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15108   120,ANTIG. I SOU FUNCIONARIS PROT.,73208,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15108   121,RETRIB. COMPLEMENT. FUNCIONARI,94981,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15108   150,COMPLEMENT PRODUCTIVITAT PROT.,24406,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15108   160,QUOTES SOCIALS PROT. LEGALITAT,38280,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15109   120,ANTIG. I SOU FUNCIONARIS LLICÈ,226391,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15109   121,RETRIB. COMPLEMENT. FUNCIONARI,313621,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15109   130,RETRIB. PERSONAL LABORAL FIXE ,97266,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15109   150,COMPLEMENT PRODUCTIVITAT LLICÈ,90409,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15109   160,QUOTES SOCIALS LLICÈNCIES,170947,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15112   120,ANTIG. I SOU FUNCIONARIS INFOR,38360,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15112   121,RETRIB. COMPLEMENT. FUNCIONARI,67374,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15112   150,COMPLEMENT PRODUCTIVITAT INFOR,15928,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15112   160,QUOTES SOCIALS INFORMACIÓ URBA,26910,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15199   120,ANTIG. I SOU FUNCIONARIS URBAN,76475,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15199   121,RETRIB. COMPLEMENT. FUNCIONARI,101869,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15199   150,COMPLEMENT PRODUCTIVITAT URBAN,24066,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1432 15199   160,QUOTES SOCIALS URBANISME,42317,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15101   120,ANTIG. I SOU FUNCIONARIS REDAC,192668,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15101   121,RETRIB. COMPLEMENT. FUNCIONARI,263679,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15101   130,RETRIB. PERSONAL LABORAL FIXE ,127349,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15101   150,COMPLEMENT PRODUCTIVITAT REDAC,85003,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15101   160,QUOTES SOCIALS REDACC. PROJECT,142126,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15102   120,ANTIG. I SOU BASE FUNCIONARIS ,70356,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15102   121,RETRIB. COMPLEMENT. FUNCIONARI,121335,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15102   150,COMPLEMENT PRODUCTIVITAT DIREC,30688,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15102   160,QUOTES SOCIALS DIREC. OBRES,46175,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15103   120,ANTIG. I SOU BASE FUNCIONARIS ,35776,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15103   121,RETRIB. COMPLEMENT. FUNCIONARI,44433,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15103   150,COMPLEMENT PRODUCTIVITAT ASSIS,9597,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1433 15103   160,QUOTES SOCIALS DIREC. OBRES,21527,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1437 15620   120,ANTIG. I SOU BASE FUNCIONARIS ,32701,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1437 15620   121,RETRIB. COMPLEMENTÀRIES FUNCIO,52386,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1437 15620   150,COMPLEMENT PRODUCTIVITAT PB MA,12928,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1437 15620   160,QUOTES SOCIALS PB MAURINA,29476,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17101   120,ANTIG. I SOU BASE FUNCIONARIS ,293616,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17101   121,RETRIB. COMPLEMENT. FUNCIONARI,480824,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17101   130,RETRIB. PERSONAL LABORAL FIXE ,79212,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17101   150,COMPLEMENT PRODUCTIVITAT MANT.,141412,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17101   160,QUOTES SOCIALS MANT. JARDINERI,251616,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17103   120,ANTIG. SOU BASE FUNCIONARIS GE,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17103   121,RETRIB.COMPLEMENT. FUNCIONARIS,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17103   130,RETRIB. PERSONAL LABORAL FIXE ,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17103   150,COMPLEMENT PRODUCTIVITAT GEST.,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1438 17103   160,QUOTES SOCIALS GEST. PARC VALL,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1511 15501   120,ANTIG. I SOU BASE FUNCIONARIS ,485306,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1511 15501   121,RETRIB. COMPLEMEN. FUNCIONARIS,760909.69,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1511 15501   130,RETRIB. PERSONAL LABORAL FIXE ,206137,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1511 15501   150,COMPLEMENT PRODUCTIVITAT MANT.,228426,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1511 15501   160,QUOTES SOCIALS MANT. VIA PUBLI,487387.71,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 16102   120,ANTIG. I SOU BASE FUNCIONAR CI,63959,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 16102   121,RETRIB. COMPLEMENT FUNCIONARIS,83017,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 16102   150,COMPLEMENT PRODUCTIVITAT CICLE,23689,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 16102   160,QUOTES SOCIALS CICLE DE L AIGU,37757,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17002   120,ANTIG. I SOU BASE FUNCIONAR SE,94466.91,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17002   121,RETRIB. COMPLEMEN. FUNCIONARIS,117862,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17002   150,COMPLEMENT PRODUCTIVITAT SERV ,34132,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17002   160,QUOTES SOCIALS SERV. GNRAL. ME,48686.89,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17003   120,ANTIG. I SOU BASE FUNCIONARIS ,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17003   121,RETRIB. COMPLEM. FUNCIONARIS L,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17003   150,COMPLEMENT PRODUCTIVITAT LLIC.,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17003   160,QUOTES SOCIALS LLIC. ACT. MEDI,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17004   120,ANTIG. I SOU BASE FUNCIONARIS ,147876,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17004   121,RETRIB. COMPLEMEN. FUNCIONARIS,187897,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17004   150,COMPLEMENT PRODUCTIVITAT PLANI,49111,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17004   160,QUOTES SOCIALS PLANIFIC. AMBIE,81542,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17201   120,ANTIG. I SOU BASE FUNCIONARIS ,78383,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17201   121,RETRIB. COMPLEMENT FUNCIONARIS,102876,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17201   131,RETRIB. PERSONAL LABORAL TEMPO,0,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17201   150,COMPLEMENT PRODUCTIVITAT MEDI ,24368,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17201   160,QUOTES SOCIALS MEDI NATURAL,46859,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17202   120,ANTIG. I SOU BASE FUNCIONAR GE,74889,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17202   121,RETRIB. COMPLEMEN. FUNCIONARIS,112771,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17202   150,COMPLEMENT PRODUCTIVITAT GESTI,31108,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17202   160,QUOTES SOCIALS GESTIÓ DE RESID,57859,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17203   120,ANTIG. I SOU BASE FUNCIONAR IN,51402,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17203   121,RETRIB. COMPLEMEN. FUNCIONARIS,49451,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17203   131,RETRIB. PERSONAL LABORAL TEMPO,21506,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17203   150,COMPLEMENT PRODUCTIVITAT INF.I,17099,
2013,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,13   1533 17203   160,QUOTES SOCIALS INF I EDUC AMBI,33513,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13001   120,ANTIG. SOU BASE FUNCIONARIS SE,303852,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13001   121,RETRIB. COMPLEMENT. FUNCIONARI,396123,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13001   130,RETRIB. PERSONAL LABORAL FIXE ,26198,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13001   150,COMPLEMENT PRODUCTIVITAT SERV.,114954,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13001   160,QUOTES SOCIALS SERV. ADMIN. PO,210006,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13201   120,ANTIG. SOU BASE FUNCIONARIS PO,2230648,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13201   121,RETRIB. COMPLEMENT. FUNCIONARI,5841084,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13201   124,COMPLEMENT PRODUCTIVITAT-FUNCI,131029,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13201   150,COMPLEMENT PRODUCTIVITAT POLIC,1074410,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13201   160,QUOTES SOCIALS POLICIA MUNICIP,2104239,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13401   120,ANTIG. SOU BASE FUNCIONARIS PR,26063,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13401   121,RETRIB. COMPLEMENT. FUNCIONARI,37062,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13401   150,COMPLEMENT PRODUCTIVITAT PROTE,11364,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1222 13401   160,QUOTES SOCIALS PROTECCIÓ CIVIL,17493,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13301   120,ANTIG. I SOU BASE FUNCIONARIS ,54657,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13301   121,RETRIB. COMPLEMENT.FUNCIONARIS,73107,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13301   150,COMPLEMENT PRODUCTIVITAT MANT.,19827,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13301   160,QUOTES SOCIALS MANT. SENYALITZ,37471,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13302   120,ANTIG. SOU BASE FUNCIONARIS GE,64071,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13302   121,RETRIB. COMPLEMENT.FUNCIONARIS,109733,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13302   130,RETRIB. PERSONAL LABORAL FIXE ,49756,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13302   150,COMPLEMENT PRODUCTIVITAT GESTI,38798,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1224 13302   160,QUOTES SOCIALS GESTIÓ MOBILITA,61828,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15099   120,ANTIG. I SOU FUNCIONARIS ADMIN,122485,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15099   121,RETRIB. COMPLEMENT. FUNCIONARI,220980,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15099   150,COMPLEMENT PRODUCTIVITAT ADMIN,44823,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15099   160,QUOTES SOCIALS ADMINISTRACIÓ U,80147,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15105   120,ANTIG. I SOU FUNCIONARIS GESTI,78306,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15105   121,RETRIB. COMPLEMENT. FUNCIONARI,114943,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15105   130,RETRIB. PERSONAL LABORAL FIXE ,44934,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15105   150,COMPLEMENT PRODUCTIVITAT GESTI,31271,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15105   160,QUOTES SOCIALS GESTIÓ DEL SOL,61956,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15108   120,ANTIG. I SOU FUNCIONARIS PROT.,73631,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15108   121,RETRIB. COMPLEMENT. FUNCIONARI,101540,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15108   150,COMPLEMENT PRODUCTIVITAT PROT.,25729,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15108   160,QUOTES SOCIALS PROT. LEGALITAT,45672,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15109   120,ANTIG. I SOU FUNCIONARIS LLICÈ,228053,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15109   121,RETRIB. COMPLEMENT. FUNCIONARI,323973,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15109   130,RETRIB. PERSONAL LABORAL FIXE ,69358,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15109   150,COMPLEMENT PRODUCTIVITAT LLICÈ,95174,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15109   160,QUOTES SOCIALS LLICÈNCIES,180066,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15112   120,ANTIG. I SOU FUNCIONARIS INFOR,38404,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15112   121,RETRIB. COMPLEMENT. FUNCIONARI,67803,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15112   150,COMPLEMENT PRODUCTIVITAT INFOR,16443,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15112   160,QUOTES SOCIALS INFORMACIÓ URBA,29697,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15199   120,ANTIG. I SOU FUNCIONARIS URBAN,74174,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15199   121,RETRIB. COMPLEMENT. FUNCIONARI,106127,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15199   150,COMPLEMENT PRODUCTIVITAT URBAN,25635,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1432 15199   160,QUOTES SOCIALS URBANISME,47679,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15101   120,ANTIG. I SOU FUNCIONARIS REDAC,176885.66,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15101   121,RETRIB. COMPLEMENT. FUNCIONARI,253091.8,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15101   130,RETRIB. PERSONAL LABORAL FIXE ,118085,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15101   150,COMPLEMENT PRODUCTIVITAT REDAC,86195.76,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15101   160,QUOTES SOCIALS REDACC. PROJECT,152960.28,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15102   120,ANTIG. I SOU BASE FUNCIONARIS ,69644,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15102   121,RETRIB. COMPLEMENT. FUNCIONARI,115523,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15102   150,COMPLEMENT PRODUCTIVITAT DIREC,33496,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15102   160,QUOTES SOCIALS DIREC. OBRES,48430,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15103   120,ANTIG. I SOU BASE FUNCIONARIS ,35480,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15103   121,RETRIB. COMPLEMENT. FUNCIONARI,44748,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15103   150,COMPLEMENT PRODUCTIVITAT ASSIS,10196,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1433 15103   160,QUOTES SOCIALS DIREC. OBRES,23743,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1437 15600   121,RETRIB. COMPLEMENT.FUNCIONARIS,7091.3,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1437 15620   120,ANTIG. I SOU BASE FUNCIONARIS ,32701,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1437 15620   121,RETRIB. COMPLEMENTÀRIES FUNCIO,52386,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1437 15620   150,COMPLEMENT PRODUCTIVITAT PB MA,12928,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1437 15620   160,QUOTES SOCIALS PB MAURINA,29476,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1438 17101   120,ANTIG. I SOU BASE FUNCIONARIS ,293887,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1438 17101   121,RETRIB. COMPLEMENT. FUNCIONARI,489370,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1438 17101   130,RETRIB. PERSONAL LABORAL FIXE ,83324,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1438 17101   150,COMPLEMENT PRODUCTIVITAT MANT.,145530,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1438 17101   160,QUOTES SOCIALS MANT. JARDINERI,253084,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1511 15501   120,ANTIG. I SOU BASE FUNCIONARIS ,454217,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1511 15501   121,RETRIB. COMPLEMEN. FUNCIONARIS,713537,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1511 15501   130,RETRIB. PERSONAL LABORAL FIXE ,154421,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1511 15501   131,RETRIB. PERSONAL LABORAL TEMPO,4124,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1511 15501   150,COMPLEMENT PRODUCTIVITAT MANT.,217915,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1511 15501   160,QUOTES SOCIALS MANT. VIA PUBLI,432956.44,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 16102   120,ANTIG. I SOU BASE FUNCIONAR CI,63504,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 16102   121,RETRIB. COMPLEMENT FUNCIONARIS,85823,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 16102   150,COMPLEMENT PRODUCTIVITAT CICLE,24994,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 16102   160,QUOTES SOCIALS CICLE DE L AIGU,44203,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 17002   120,ANTIG. I SOU BASE FUNCIONAR SE,88555.49,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 17002   121,RETRIB. COMPLEMEN. FUNCIONARIS,127039.97,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 17002   150,COMPLEMENT PRODUCTIVITAT SERV ,31533.39,
2014,,,1-SERVICIOS PUBLICOS BASICOS,1-DESPESES DE PERSONAL,14   1533 17002   160,QUOTES SOCIALS SERV. GNRAL. ME,59748.02,
